"Customer Id","Invoice Number","Entity Type","Purchase Item","Unit Price","Quantity","Amount","Paid On","Invoice Date","Expire On"
cus_9406941,1154290,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-29 14:50:00.000,2023-08-29,2024-03-29 14:50:00.000
cus_9406941,1154290,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-29 14:50:00.000,2023-08-29,2024-04-29 14:50:00.000
cus_9406941,1154290,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-29 14:50:00.000,2023-08-29,2024-05-29 14:50:00.000
cus_9406941,1154290,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-29 14:50:00.000,2023-08-29,2024-06-29 14:50:00.000
cus_9406941,1154290,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-29 14:50:00.000,2023-08-29,2024-07-29 14:50:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2023-08-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2023-09-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2023-10-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2023-11-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2023-12-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-01-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-02-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-03-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-04-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-05-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-06-13 03:05:00.000
cus_9441038,1118982,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:05:00.000,2023-08-13,2024-07-13 03:05:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2023-08-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2023-09-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2023-10-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2023-11-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2023-12-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-01-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-02-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-03-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-04-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-05-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-06-03 21:41:00.000
cus_9441098,1088767,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-03 21:41:00.000,2023-08-03,2024-07-03 21:41:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2023-08-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2023-09-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2023-10-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2023-11-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2023-12-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-01-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-02-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-03-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-04-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-05-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-06-13 03:21:00.000
cus_9447179,1118984,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-13 03:21:00.000,2023-08-13,2024-07-13 03:21:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2023-08-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2023-09-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2023-10-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2023-11-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2023-12-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-01-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-02-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-03-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-04-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-05-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-06-12 22:24:00.000
cus_9463909,1117542,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-12 22:24:00.000,2023-08-12,2024-07-12 22:24:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2023-08-31 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2023-09-30 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2023-10-30 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2023-11-30 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2023-12-30 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-01-30 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-02-29 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-03-29 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-04-29 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-05-29 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-06-29 15:45:00.000
cus_9471770,1161591,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-31 15:45:00.000,2023-08-31,2024-07-29 15:45:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2023-07-31 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2023-08-31 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2023-09-30 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2023-10-30 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2023-11-30 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2023-12-30 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2024-01-30 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2024-02-29 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2024-03-29 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2024-04-29 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2024-05-29 23:42:00.000
cus_9474050,1044016,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 23:42:00.000,2023-07-31,2024-06-29 23:42:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2023-08-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2023-09-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2023-10-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2023-11-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2023-12-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-01-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-02-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-03-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-04-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-05-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-06-01 00:56:00.000
cus_9476139,1046101,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 00:56:00.000,2023-08-01,2024-07-01 00:56:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2023-08-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2023-09-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2023-10-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2023-11-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2023-12-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-01-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-02-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-03-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-04-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-05-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-06-08 23:36:00.000
cus_9476903,1103192,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 23:36:00.000,2023-08-08,2024-07-08 23:36:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2023-08-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2023-09-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2023-10-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2023-11-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2023-12-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-01-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-02-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-03-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-04-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-05-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-06-08 22:26:00.000
cus_9479175,1103185,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-08 22:26:00.000,2023-08-08,2024-07-08 22:26:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2023-07-31 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2023-08-31 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2023-09-30 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2023-10-30 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2023-11-30 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2023-12-30 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2024-01-30 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2024-02-29 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2024-03-29 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2024-04-29 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2024-05-29 21:58:00.000
cus_9480114,1043983,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-07-31 21:58:00.000,2023-07-31,2024-06-29 21:58:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2023-08-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2023-09-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2023-10-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2023-11-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2023-12-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-01-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-02-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-03-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-04-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-05-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-06-18 20:29:00.000
cus_9480846,1132722,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-18 20:29:00.000,2023-08-18,2024-07-18 20:29:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2023-08-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2023-09-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2023-10-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2023-11-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2023-12-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-01-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-02-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-03-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-04-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-05-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-06-23 21:05:00.000
cus_9481574,1142307,Addon,CHN-VAL-1YR,10.0,1,10.0,2023-08-23 21:05:00.000,2023-08-23,2024-07-23 21:05:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2023-08-01 03:23:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2023-09-01 03:23:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2023-10-01 03:23:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2023-11-01 03:23:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2023-12-01 03:23:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2024-01-01 03:23:00.000
cus_9483009,1046130,Addon,CHN-VAL-1YR,5.0,1,5.0,2023-08-01 03:23:00.000,2023-08-01,2024-02-01 03:23:00.000
